ITMS_CD_NBR,STCK_KOR_NM,DMD_FRCS_START_DT,DMD_FRCS_END_DT,SBSC_START_DT,SBSC_CLSG_DT,PYM_DT,DRBC_DT,STCK_LSTN_DT,LWEN_SCDL_PBOF_AMT,TPPO_SCDL_PBOF_AMT,CNFM_PBOF_AMT,PBOF_STCK_CNT,SBSC_RVLR_RT,RPRS_SPIC_COM_NM,JOINT_SPIC_COM_NM,RBPE_COM_NM,FSS_RCIP_NBR,STCK_FACE_AMT,AISS_GNRL_STCK_CNT,AISS_PRTY_STCK_CNT,NMN_RRT_PROXY_INST_NM,DMD_FRCS_RVLR_RT,OBLG_DFPN_APLCT_RATE
436530,케이비제22호스팩,20220905,20220906,20220913,20220914,20220916,20220916,20220922,"2,000","2,000","2,000","5,000,000",210,KB증권,,,20220908000411,100,"220,000",0,국민은행,"1,210",25
437780,엔에이치스팩24호,20221004,20221005,20221011,20221012,20221014,20221014,20221020,"2,000","2,000","2,000","4,300,000",193,NH투자,,,20221007000095,100,"730,000",0,국민은행,"1,159",23
391710,엔에이치스팩21호,20210928,20210929,20211005,20211006,20211008,20211008,20211015,"2,000","2,000","2,000","6,250,000",448,NH투자,,,20211001000377,100,"1,210,000",0,국민은행,0,0
389140,포바이포,20220414,20220415,20220419,20220420,20220422,20220422,20220428,"11,000","14,000","17,000","1,774,967","3,763",미래에셋,,,20220418000196,500,"8,580,985",0,국민은행,"1,846",56
382840,원준,20210915,20210916,20210927,20210928,20210930,20210930,20211007,"52,000","60,000","65,000","1,004,807","1,623",NH투자,,,20210917000579,100,"4,000,000",0,국민은행,0,0
388220,하나금융19호스팩,20210915,20210916,20210927,20210928,20210930,20210930,20211007,"2,000","2,000","2,000","5,500,000",96,하나금융투자,,,20210924000147,100,"810,000",0,,0,0
382480,지아이텍,20211005,20211006,20211012,20211013,20211015,20211015,20211021,"11,500","13,100","14,000","2,700,000","2,968",미래에셋,,,20211008000321,500,"5,800,000",0,한국예탁결제원,0,0
389030,지니너스,20211021,20211022,20211027,20211028,20211101,20211101,20211108,"24,700","32,200","20,000","2,000,000","1,229",대신,,NH투자,20211026000304,500,"8,869,315",0,국민은행,0,0
139990,아주스틸,20210802,20210803,20210809,20210810,20210812,20210812,20210820,"12,700","15,100","15,100","6,937,500","1,420",미래에셋,,,20210805000205,500,"22,452,189",0,국민은행,0,0
418170,하나금융22호스팩,20220511,20220512,20220517,20220518,20220520,20220520,20220526,"2,000","2,000","2,000","5,000,000",590,하나금융투자,,,20220516000120,100,"1,010,000",0,한국예탁결제원,"1,277",0
412350,레이저쎌,20220609,20220610,20220614,20220615,20220617,20220617,20220624,"12,000","14,000","16,000","1,600,000","1,845",삼성,,,20220613000057,500,"6,777,772",0,국민은행,"1,443",12
328130,루닛,20220707,20220708,20220712,20220713,20220715,20220715,20220721,"44,000","49,000","30,000","1,215,800",9,NH투자,,,20220711000248,500,"9,270,740","1,637,726",한국예탁결제원,7,2
148930,에이치와이티씨,20220721,20220722,20220728,20220729,20220802,20220802,20220809,"13,000","15,000","15,000","2,260,000",433,신영,,"유진증권,현대차증권",20220726000136,500,"7,749,047",0,한국예탁결제원,"1,481",6
436610,한국제11호스팩,20221004,20221005,20221011,20221012,20221014,20221014,20221020,"2,000","2,000","2,000","5,000,000",141,한국투자,,,20221007000091,100,"1,020,000",0,국민은행,"1,194",20
389500,에스비비테크,20220928,20220929,20221005,20221006,20221011,20221011,20221017,"12,400","10,100","12,400","1,800,000","1,658",미래에셋,,,20221004000084,500,"4,477,600",0,국민은행,"1,644",27
368970,오에스피,20220927,20220928,20221004,20221005,20221007,20221007,20221014,"6,300","8,400","8,400","2,056,000","1,019",대신,,,20220930000626,500,"7,228,480",0,한국예탁결제원,"1,583",5
372800,아이티아이즈,20211025,20211026,20211101,20211102,20211104,20211104,20211111,"12,500","14,300","14,300","1,777,000",593,신한,,,20211028000371,500,"4,066,670","200,010",국민은행,0,0
089860,롯데렌탈,20210803,20210804,20210809,20210810,20210812,20210812,20210819,"47,000","59,000","59,000","14,422,000",66,"NH투자,한국투자",KB증권,"미래에셋,삼성,신한,키움,하나금융투자",20210806000291,"5,000","29,423,000",0,한국예탁결제원,0,0
419270,신영해피투모로우제7호스팩,20220413,20220414,20220418,20220419,20220421,20220421,20220428,"2,000","2,000","2,000","4,200,000",141,신영,,,20220415000337,100,"105,000",0,국민은행,"1,240",29
449020,유안타제13호스팩,20230213,20230214,20230216,20230217,20230221,20230221,20230228,"2,000","2,000","2,000","8,500,000",16,유안타,,,20230215000427,100,"1,230,000",0,국민은행,249,14
344860,이노진,20230206,20230207,20230209,20230210,20230214,20230214,20230220,"2,500","3,000","3,000","2,600,000","1,644",IBK투자,,,20230208000172,100,"9,300,000",0,국민은행,"1,603",6
442900,미래에셋드림스팩1호,20230227,20230228,20230306,20230307,20230309,20230309,20230315,"10,000","10,000","10,000","7,000,000",0,미래에셋,,,20230303000426,500,"680,000",0,국민은행,63,2
393210,토마토시스템,20230410,20230411,20230418,20230419,20230421,20230421,20230427,"18,200","22,200","18,200","860,000",266,교보,,,20230414000088,500,"4,291,222",0,국민은행,363,4
417790,트루엔,20230427,20230428,20230508,20230509,20230511,20230511,20230517,"10,000","12,000","12,000","2,500,000","1,482",미래에셋,,,20230503000315,100,"8,424,650",0,국민은행,"1,689",8
372170,윤성에프앤씨,20221026,20221027,20221102,20221103,20221107,20221107,20221114,"53,000","62,000","49,000","1,994,762",2,미래에셋,,,20221031000463,100,"6,283,500",0,하나은행,67,0
445970,신영해피투모로우제9호스팩,20221212,20221213,20221215,20221216,20221220,20221220,20221227,"2,000","2,000","2,000","5,150,000",1,신영,,,20221214000279,100,"210,000",0,국민은행,10,10
389020,자람테크놀로지,20230215,20230215,20230222,20230223,20230227,20230227,20230307,"16,000","20,000","22,000","930,000","1,031",신영,,,20230220002105,500,"5,239,830",0,국민은행,"1,702",11
358570,지아이이노베이션,20230315,20230316,20230321,20230322,20230324,20230324,20230330,"16,000","21,000","13,000","2,000,000",262,"NH투자,하나증권",삼성증권,,20230320000170,500,"20,004,200",0,한국예탁결제원,27,0
424980,마이크로투나노,20230410,20230411,20230417,20230418,20230420,20230420,20230426,"13,500","15,500","15,500","1,000,000","1,637",한국투자,,,20230413001207,500,"4,888,890",0,국민은행,"1,717",11
446840,키움제8호스팩,20230502,20230503,20230508,20230509,20230511,20230511,20230517,"2,000","2,000","2,000","5,000,000",11,키움,,,20230504000412,100,"880,000",0,국민은행,21,0
389470,인벤티지랩,20221108,20221109,20221111,20221114,20221116,20221116,20221122,"9,000","26,000","12,000","1,040,000",6,한국투자,,,20221110000280,500,"7,134,148",0,국민은행,14,0
440820,엔에이치스팩27호,20221130,20221201,20221206,20221207,20221209,20221209,20221216,"2,000","2,000","2,000","6,500,000",1,NH투자,,,20221205000100,100,"1,300,000",0,국민은행,4,25
198940,한주라이트메탈,20230104,20230105,20230110,20230111,20230113,20230113,20230119,"2,700","3,100","3,100","6,500,000",565,"미래에셋,현대차",,유진투자,20230109000226,500,"15,040,815","1,400,000",국민은행,999,4
199730,바이오인프라,20230213,20230214,20230220,20230221,20230223,20230223,20230302,"18,000","21,000","21,000","650,000","1,035",DB금융투자,,,20230217001371,500,"4,127,367",0,국민은행,"1,595",2
446150,유안타제12호스팩,20230302,20230303,20230307,20230308,20230310,20230310,20230317,"2,000","2,000","2,000","4,500,000",2,유안타,,,20230306000235,100,"270,000",0,국민은행,118,3
282720,금양그린파워,20230223,20230224,20230302,20230303,20230307,20230307,20230313,"6,700","8,000","10,000","3,007,320","1,312",삼성증권,,,20230228000586,500,"9,021,960",0,한국예탁결제원,"1,613",18
439090,마녀공장,20230522,20230523,20230525,20230526,20230531,20230531,20230608,"12,000","14,000","16,000","2,000,000","1,265",한국투자,,유진투자,20230524000321,100,"14,318,260",0,국민은행,"1,800",39
383930,디티앤씨알오,20221026,20221027,20221102,20221103,20221107,20221107,20221111,"22,000","25,000","17,000","1,400,000",6,키움,,,20221101000228,500,"4,873,256",0,하나은행,75,0
415580,상상인제3호스팩,20220414,20220415,20220419,20220420,20220422,20220422,20220429,"2,000","2,000","2,000","4,500,000",169,상상인,,,20220419000232,100,"810,000",0,국민은행,896,19
366030,공구우먼,20220307,20220308,20220314,20220315,20220317,20220317,20220323,"26,000","31,000","20,000","1,120,000",8,미래에셋,,,20220311000172,100,"2,518,500",0,국민은행,57,6
412930,미래에셋비전1호스팩,20220405,20220406,20220411,20220412,20220414,20220414,20220421,"2,000","2,000","2,000","5,850,000","1,414",미래에셋,,,20220408001494,100,"326,000",0,국민은행,"1,170",19
396300,세아메카닉스,20220310,20220311,20220315,20220316,20220318,20220318,20220324,"3,500","4,000","4,400","6,650,000","2,476",신한,,,20220314000254,100,"21,840",0,국민은행,"1,813",7
148780,비플라이소프트,20220602,20220603,20220609,20220610,20220613,20220613,20220620,"16,500","19,000","10,000","800,000",29,IBK투자증권,,,20220608000027,500,"5,249,318","215,827",국민은행,111,1
422040,엔에이치스팩23호,20220613,20220614,20220616,20220617,20220621,20220621,20220628,"2,000","2,000","2,000","6,150,000",393,NH투자,,,20220615000083,100,"1,010,000",0,국민은행,"1,059",28
365340,성일하이텍,20220711,20220712,20220718,20220719,20220721,20220721,20220728,"40,700","47,500","50,000","2,670,000","1,207","KB증권,대신",,삼성,20220714000070,500,"8,923,649","281,952",국민은행,"2,270",39
426550,아이비케이에스제19호스팩,20220809,20220810,20220816,20220817,20220819,20220819,20220826,"2,000","2,000","2,000","4,750,000",220,IBK투자증권,,,20220811000179,100,"330,000",0,국민은행,"1,173",0
435620,하나금융25호스팩,20221004,20221005,20221011,20221012,20221014,20221014,20221020,"10,000","10,000","10,000","4,000,000",18,하나증권,,,20221007000265,500,"302,000",0,하나은행,832,0
378800,샤페론,20220929,20220930,20221006,20221007,20221012,20221012,20221019,"8,200","10,200","5,000","2,747,000",4,NH투자,,,20221005000182,500,"19,402,371",0,국민은행,26,5
405000,플라즈맵,20221005,20221006,20221012,20221013,20221017,20221017,20221021,"9,000","11,000","7,000","1,771,000",3,미래에셋,,,20221011000097,500,"15,882,810",0,국민은행,40,2
402030,코난테크놀로지,20220621,20220622,20220627,20220628,20220630,20220630,20220707,"21,000","25,000","25,000","1,200,000","1,387",한국투자,,,20220624000079,500,"4,444,444",0,한국예탁결제원,"1,483",7
396270,넥스트칩,20220616,20220617,20220621,20220622,20220624,20220624,20220701,"9,900","11,600","13,000","2,600,000","1,728",대신,,,20220627000140,500,"14,707,317",0,국민은행,"1,623",12
397030,에이프릴바이오,20220713,20220714,20220719,20220720,20220722,20220722,20220728,"20,000","23,000","16,000","1,296,000",5,NH투자,,,20220718000098,"1,000","9,179,845",0,국민은행,14,11
393890,더블유씨피,20220914,20220915,20220920,20220921,20220923,20220923,20220930,"80,000","100,000","60,000","7,200,000",7,"KB,신한투자증권",,삼성증권,20220919000100,500,"26,669,354",0,국민은행,33,4
394280,오픈엣지테크놀로지,20220907,20220908,20220915,20220916,20220920,20220920,20220926,"15,000","18,000","10,000","3,636,641",78,삼성,,,20220914000096,100,"17,670,474",0,국민은행,44,16
067370,선바이오,20220916,20220919,20220922,20220923,20220927,20220927,20221005,"14,000","16,000","11,000","616,000",191,하나증권,,,20220921000243,500,"11,682,816",0,한국예탁결제원,32,4
348340,뉴로메카,20221020,20221021,20221026,20221027,20221031,20221031,20221104,"14,000","16,900","16,900","1,500,000","1,182",대신,,,20221025000174,500,"8,310,420","203,250",국민은행,"1,652",8
360070,탑머티리얼,20220927,20220928,20221004,20221005,20221007,20221007,20221018,"27,000","30,000","30,000","2,000,000",12,한국투자,,,20220930000445,500,"5,951,010",0,한국예탁결제원,451,31
438220,대신밸런스제13호스팩,20221114,20221115,20221117,20221118,20221122,20221122,20221128,"2,000","2,000","2,000","5,000,000",8,대신,,,20221116000056,100,"640,000","640,000",국민은행,173,15
438580,엔에이치스팩25호,20221018,20221019,20221024,20221025,20221027,20221027,20221103,"2,000","2,000","2,000","2,500,000",140,NH투자,,,20221021000069,100,"520,000",0,국민은행,"1,133",19
439730,아이비케이에스제20호스팩,20221013,20221014,20221018,20221019,20221021,20221021,20221028,"2,000","2,000","2,000","4,000,000",71,IBK투자,,,20221017000127,100,"310,000",0,국민은행,"1,117",0
419120,산돌,20221012,20221013,20221018,20221019,20221021,20221021,20221027,"16,000","18,800","18,800","1,490,000",114,KB,,,20221017000188,500,"6,136,126",0,국민은행,462,10
417840,저스템,20221013,20221014,20221019,20221020,20221024,20221024,20221028,"9,500","11,500","10,500","1,720,000",83,미래에셋,,,20221007000146,500,"5,170,000",0,국민은행,283,14
377460,위니아에이드,20220609,20220610,20220614,20220615,20220617,20220617,20220623,"14,200","16,200","16,200","5,366,087",111,신한,,,20220613000179,500,"9,965,590",0,국민은행,955,1
362320,청담글로벌,20220517,20220518,20220524,20220525,20220527,20220527,20220603,"8,400","9,600","6,000","5,073,349",42,KB증권,대신,,20220520000372,500,"15,325,740",0,국민은행,25,3
425290,삼성6호스팩,20220616,20220617,20220621,20220622,20220624,20220624,20220630,"2,000","2,000","2,000","5,000,000",548,삼성,,,20220620000015,100,"520,000",0,국민은행,"1,104",38
418210,신한제10호스팩,20220713,20220714,20220719,20220720,20220722,20220722,20220729,"2,000","2,000","2,000","3,250,000",132,신한,,,20220718000355,100,"410,000",0,국민은행,"1,190",23
433530,키움제7호스팩,20220823,20220824,20220829,20220830,20220901,20220901,20220907,"2,000","2,000","2,000","4,000,000",214,키움,,,20220826000299,100,"105,000",0,국민은행,"1,169",0
435380,유안타제10호스팩,20220916,20220919,20220923,20220926,20220928,20220928,20221006,"2,000","2,000","2,000","5,500,000",51,유안타,,,20220921000055,100,"230,000",0,국민은행,"1,123",54
430460,한화플러스제3호스팩,20220914,20220915,20220920,20220921,20220923,20220923,20220929,"2,000","2,000","2,000","5,000,000",160,한화,,,20220916000485,100,"920,000",0,국민은행,"1,078",26
417500,제이아이테크,20221020,20221021,20221026,20221027,20221031,20221031,20221104,"13,000","16,000","16,000","1,728,870",30,미래에셋,,,20221025000137,100,"6,515,450",0,한국예탁결제원,617,1
446750,하나26호스팩,20230216,20230217,20230222,20230223,20230227,20230227,20230307,"2,000","2,000","2,000","5,500,000",76,하나증권,,,20230221001075,100,"530,000",0,하나은행,656,0
450410,엔에이치스팩28호,20230220,20230221,20230227,20230228,20230303,20230303,20230309,"2,000","2,000","2,000","3,400,000",375,NH투자,,,20230223000253,100,"520,000",0,국민은행,688,6
348080,큐라티스,20230530,20230531,20230605,20230607,20230609,20230609,20230615,"6,500","8,000","4,000","3,500,000",156,"대신,신영",,,20230602000188,500,"23,271,911","2,255,277",국민은행,53,0
442310,대신밸런스제14호스팩,20221121,20211122,20221124,20221125,20221129,20221129,20221205,"2,000","2,000","2,000","5,500,000",3,대신,,,20221123000256,100,"1,210,000",0,국민은행,38,8
448740,삼성스팩8호,20230214,20230215,20230220,20230221,20230223,20230223,20230302,"10,000","10,000","10,000","4,000,000",171,삼성증권,,,20230217000785,500,"664,000",0,국민은행,992,4
309960,엘비인베스트먼트,20230313,20230314,20230320,20230321,20230323,20230323,20230329,"4,400","5,100","5,100","4,618,047","1,166",미래에셋,,,20230316001463,"1,000","2,000,000",0,국민은행,"1,298",3
303360,프로테옴텍,20230531,20230601,20230607,20230608,20230612,20230612,20230616,"5,400","6,600","4,500","2,000,000",0,키움,,,20230605000256,500,"11,226,715",0,국민은행,94,21
204610,티쓰리엔터테인먼트,20221101,20221102,20221107,20221108,20221110,20221110,20221117,"1,500","1,700","1,700","17,000,000","1,384",미래에셋,,,20221104000069,100,"48,077,752",0,국민은행,"1,744",4
442770,아이비케이에스제21호스팩,20221201,20221202,20221206,20221207,20221206,20221206,20221216,"2,000","2,000","2,000","4,000,000",1,IBK투자,,,20221205000376,100,"210,000",0,국민은행,15,0
368770,한국제9호스팩,20210106,20210107,20210112,20210113,20210115,20210115,20210121,"2,000","2,000","2,000","4,000,000",47,한국투자,,,20210108000094,100,"500,000,000",0,국민은행,0,0
290510,코리아센터,20191118,20191119,20191121,20191122,20191125,20191125,20191129,"24,000",0,"18,000","2,545,490",0,NH투자,신한,삼성,,100,"21,716,966","1,423,848",,0,0
124560,태웅로직스,20191121,20191122,20191126,20191127,20191202,20191202,20191210,"3,700",0,"4,500","5,000,000",0,IBK투자증권,BNK투자증권,,,100,"15,000,000",0,,0,0
294140,레몬,20200212,20200213,20200219,20200220,20200224,20200224,20200228,"6,200",0,"7,200","4,100,000",0,미래에셋,,현대차증권,,500,"30,400,000",0,,0,0
326030,에스케이바이오팜,20200617,20200618,20200623,20200624,20200626,20200626,20200702,"36,000",0,"49,000","19,578,310",0,NH투자,씨티그룹,"한국투자,모건스탠리,SK,하나금융투자",,500,"65,000,000",0,,0,0
053080,원방테크,20200908,20200909,20200915,20200916,20200918,20200918,20200924,"43,000",0,"54,300","1,282,716",0,미래에셋,미래에셋,,,500,"3,890,912",0,,0,0
376180,피코그램,20211019,20211020,20211025,20211026,20211028,20211028,20211103,"11,000","12,500","12,500","1,000,000","1,520",IBK투자증권,,,20211021000146,100,"2,131,578",0,국민은행,0,0
361570,알비더블유,20211105,20211108,20211111,20211112,20211116,20211116,20211122,"18,700","21,400","21,400","1,253,000","3,707",미래에셋,,,20211110000367,500,"7,110,000",0,국민은행,0,0
206650,유바이오로직스,20170109,20170110,20170116,20170118,20170118,20170118,20170124,"6,500",0,"6,000","3,200,000",0,한국투자,,,,500,"20,935,986",0,,0,0
003380,제일홀딩스,20170612,20170613,20170619,20170620,20170622,20170622,20170630,"21,700",0,"20,700","20,381,000",0,KB증권,신한,,,100,"50,337,000",0,,0,0
007680,대원,20171116,20171117,20171123,20171124,20171127,20171127,20171201,"13,000",0,"15,000","2,000,000",0,신한,,미래에셋,,500,"10,050,000",0,,0,0
272450,진에어,20171123,20171124,20171129,20171130,20171204,20171204,20171208,"26,800",0,"31,800","12,000,000",0,미래에셋,,"삼성,KB증권,한국투자,NH투자",,"1,000","27,000,000",0,,0,0
226400,오스테오닉,20180201,20180202,20180208,20180209,20180213,20180213,20180222,"5,800",0,"7,700","1,200,000",0,키움,,,,500,"6,454,995",0,,0,0
110790,크리스에프앤씨,20180911,20180912,20180917,20180918,20180920,20180920,20181001,"34,000",0,"30,000","3,516,000",0,KB증권,,KTB투자증권,,"1,000","9,957,480",0,,0,0
299900,위지윅스튜디오,20181206,20181207,20181212,20181213,20181214,20181214,20181220,"9,000","13,000","11,000","2,199,515",0,삼성,NH투자,,20181211000330,500,"6,532,560",0,국민은행,0,0
130740,티피씨,,,20110124,20110125,20110127,20110127,20110208,"4,500",0,"5,200","1,300,000",0,신영,,,,500,"4,310,345","689,655",,0,0
131180,딜리,,,20110119,20110120,20110124,20110124,20110131,"7,000",0,"8,000","1,470,000",0,KB증권,,,,500,"4,000,000","400,000",,0,0
121600,나노신소재,,,20110126,20110127,20110131,20110131,20110209,"14,500",0,"17,000","1,779,000",0,한국투자,,,,500,"5,337,000",0,,0,0
011210,현대위아,,,20110209,20110210,20110214,20110214,20110221,"53,000",0,"65,000","8,000,000",0,미래에셋,,,,"5,000","21,730,119",0,,0,0
008470,부-스타,,,20110214,20110215,20110217,20110217,20110223,"3,500",0,"4,200","2,040,000",0,현대차증권,,,,500,"6,120,000",0,,0,0
020150,일진머티리얼즈,,,20110223,20110224,20110228,20110228,20110304,"14,100",0,"15,800","11,761,362",0,미래에셋,,,,500,"37,375,658","10,000,000",,0,0
023350,한국종합기술,,,20110418,20110419,20110421,20110421,20110428,"6,800",0,"7,100","3,144,120",0,NH투자,,,,500,"9,901,960",0,,0,0
353590,오토앤,20220105,20220106,20220111,20220112,20220114,20220114,20220120,"4,200","4,800","5,300","2,877,579","2,396",미래에셋,,현대차증권,20220110000195,500,"9,911,664",0,국민은행,"1,713",8
084650,랩지노믹스,,,20141205,20141208,20141209,20141209,20141216,"12,000",0,"13,200","250,000",0,한국투자,,,,500,0,0,,0,0
205500,케이비제4호스팩,,,20141103,20141104,20141106,20141106,20141112,"2,000",0,"2,000","10,000,000",0,KB증권,,,,100,0,0,,0,0
060480,국일신동,,,20141218,20141219,20141222,20141222,20141229,"1,400",0,"1,700","3,000,000",0,IBK투자증권,,,,500,"8,000,000",0,,0,0
215580,대우기업인수목적3호,,,20150506,20150507,20150512,20150512,20150519,"2,000",0,"2,000","5,000,000",0,미래에셋,,,,100,"410,000",0,,0,0
217810,엔에이치기업인수목적7호,,,20150603,20150604,20150608,20150608,20150612,"2,000",0,"2,000","4,200,000",0,NH투자,,,,100,0,0,,0,0
160600,에스엔텍,,,20150617,20150618,20150622,20150622,20150626,"5,600",0,"6,500","1,100,000",0,KB증권,,,,500,"4,680,000","720,000",,0,0
214310,세미콘라이트,,,20150616,20150617,20150619,20150619,20150625,"11,300",0,"11,300","1,040,558",0,NH투자,,,,500,"4,128,225",0,,0,0
356860,티엘비,20201130,20201201,20201203,20201204,20201208,20201208,20201214,"33,200",0,"38,000","1,000,000",0,DB금융투자,,,,500,"100,000,000",0,,0,0
404950,디비금융제10호스팩,20220106,20220106,20220110,20220111,20220113,20220113,20220120,"2,000","2,000","2,000","5,000,000",235,DB금융투자,,,20220107000121,100,"840,000",0,국민은행,843,9
361610,에스케이아이이테크놀로지,20210422,20210423,20210428,20210429,20210503,20210503,20210511,"78,000","105,000","105,000","21,390,000",239,"미래에셋,제이피모간","한국투자,CS증권","SK,삼성,NH투자",20210426000421,"1,000","62,741,592",0,한국예탁결제원,0,0
232680,라온테크,20210531,20210601,20210607,20210608,20210610,20210610,20210617,"12,800","15,800","18,000","500,000",779,KB증권,,,20210603000119,500,"4,317,005",0,국민은행,0,0
252990,샘씨엔에스,20210503,20210504,20210510,20210511,20210513,20210513,20210520,"5,000","5,700","6,500","12,000,000","1,104",대신,,,20210507000560,500,"40,000,000",0,국민은행,0,0
377630,삼성스팩4호,20210506,20210507,20210511,20210512,20210514,20210514,20210521,"2,000","2,000","2,000","3,700,000",79,삼성,,,20210510000387,100,"320,000",0,국민은행,0,0
347860,알체라,20201203,20201204,20201210,20201211,20201215,20201215,20201221,"9,000",0,"10,000","2,000,000",0,신영,,NH투자,,500,"75,000,000","25,000,000",,0,0
272210,한화시스템,20191021,20191030,20191104,20191105,20191107,20191107,20191113,"12,250",0,"12,250","32,861,424",0,"NH투자,한국투자,씨티그룹",,"한화,SK,대신,신영",,"5,000","102,067,124",0,,0,0
308170,센트랄모텍,20191107,20191108,20191113,20191114,20191118,20191118,20191125,"5,000",0,"6,000","2,100,000",0,한국투자,BNK투자증권,,,500,"6,300,000",0,,0,0
330590,롯데리츠,20190923,20191002,20191008,20191011,20191015,20191015,20191030,"4,750","5,000","5,000","85,984,442",0,한국투자,"노무라,홍콩상하이","KB증권,삼성,하나금융투자",,500,"242,968,884",0,,0,0
337930,브랜드엑스코퍼레이션,20200730,20200731,20200804,20200805,20200807,20200807,20200813,"12,400",0,"13,000","3,797,209",0,"대신,삼성",,,,500,"16,707,720",0,,0,0
257720,실리콘투,20210909,20210910,20210914,20210915,20210917,20210917,20210929,"23,800","27,200","27,200","1,654,000","1,699","삼성,미래에셋",,,20210913000265,500,"8,428,000",0,국민은행,0,0
323990,박셀바이오,20200903,20200904,20200910,20200911,20200915,20200915,20200922,"30,000",0,"30,000","985,160",0,하나금융투자,하나금융투자,,,500,"6,508,285",0,,0,0
363250,진시스템,20210506,20210507,20210513,20210514,20210518,20210518,20210526,"16,000","20,000","20,000","1,425,000",355,삼성,,,20210512000079,500,"5,343,330",0,국민은행,0,0
330350,위더스제약,20200618,20200619,20200625,20200626,20200629,20200629,20200703,"13,900",0,"15,900","1,600,000",0,"NH투자,삼성",,,,200,"7,750,000",0,,0,0
348350,위드텍,20201014,20201015,20201020,20201021,20201023,20201023,20201030,"21,000",0,"25,000","1,060,000",0,하나금융투자,하나금융투자,,,500,"50,000,000",0,,0,0
331920,셀레믹스,20200803,20200804,20200810,20200811,20200813,20200813,20200821,"17,800","22,000","20,000","1,320,000",0,대신,,,,500,"6,444,483",0,,0,0
294090,이오플로우,20200827,20200828,20200903,20200904,20200908,20200908,20200914,"18,000",0,"19,000","1,400,000",0,하나금융투자,하나금융투자,,,100,"9,464,640","225,936",,0,0
355150,교보10호기업인수목적,20200831,20200901,20200907,20200908,20200910,20200910,20200918,"2,000","2,000","2,000","3,750,000",0,교보,교보,,,100,"157,000",0,,0,0
291650,압타머 사이언스,20200902,20200903,20200907,20200908,20200910,20200910,20200916,"20,000",0,"25,000","1,300,000",0,키움,키움,,,500,"7,127,126","460,000",,0,0
405350,아이비케이에스제17호스팩,20220203,20220204,20220208,20220209,20220211,20220211,20220218,"2,000","2,000","2,000","2,500,000",868,IBK투자증권,,,20220207000196,100,"220,000",0,국민은행,"1,079",0
323410,카카오뱅크,20210720,20210721,20210726,20210727,20210729,20210729,20210806,"33,000","39,000","39,000","65,450,000",179,"KB증권,CS증권",씨티그룹,"한국투자,하나금융투자,현대차증권",20210722000371,"5,000","409,650,237",0,국민은행,0,0
086710,선진뷰티사이언스,20210112,20210113,20210118,20210119,20210121,20210121,20210127,"10,100","11,500","11,500","1,835,000","1,988","신한,삼성",,,20210114000344,500,"20,000,000","1,000,000",한국예탁결제원,0,0
352700,씨앤투스성진,20210112,20210113,20210119,20210120,20210122,20210122,20210128,"26,000","32,000","32,000","1,600,000",674,미래에셋,,,20210115000205,500,"100,000,000",0,한국예탁결제원,0,0
262840,아이퀘스트,20210120,20210121,20210127,20210128,20210201,20210201,20210205,"9,200","10,600","11,000","2,000,000","2,853",미래에셋,,,20210125000472,100,"75,000,000","25,000,000",국민은행,0,0
367480,유안타제8호스팩,20210319,20210322,20210325,20210326,20210329,20210329,20210405,"2,000","2,000","2,000","6,250,000",85,유안타,,,20210324000029,100,"240,000",0,국민은행,0,0
333620,엔시스,20210316,20210317,20210322,20210323,20210325,20210325,20210401,"13,000","16,500","19,000","2,300,000","2,574",미래에셋,,,20210319000700,100,"8,720,000",0,국민은행,0,0
059270,해성티피씨,20210406,20210407,20210412,20210413,20210415,20210415,20210421,"9,500","11,500","13,000","1,000,000","2,053",한국투자,,,20210409000501,500,"3,600,000",0,한국예탁결제원,0,0
357230,에이치피오,20210427,20210428,20210503,20210504,20210507,20210507,20210514,"22,000","25,400","22,200","3,987,632",95,대신,,키움,20210430001176,500,"16,947,436",0,국민은행,0,0
380440,엔에이치스팩19호,20210506,20210507,20210511,20210512,20210514,20210514,20210521,"2,000","2,000","2,000","48,000,000",22,NH투자,,,20210511000402,100,"3,290,000",0,한국예탁결제원,0,0
376190,엘비루셈,20210526,20210527,20210602,20210603,20210607,20210607,20210611,"12,000","14,000","14,000","6,000,000",825,한국투자,KB증권,,20210601000009,500,"20,600,000",0,국민은행,0,0
303530,이노뎁,20210603,20210604,20210609,20210610,20210614,20210614,20210618,"14,000","18,000","18,000","1,050,000",718,HI증권,,,20210608000087,500,"5,868,635",0,한국예탁결제원,0,0
380320,삼성머스트스팩5호,20210603,20210604,20210608,20210609,20210611,20210611,20210617,"2,000","2,000","2,000","4,000,000",909,삼성,,,20210607000071,100,"810,000",0,국민은행,0,0
200350,래몽래인,20211215,20211216,20211220,20211221,20211223,20211223,20211230,"11,500","13,000","15,000","1,200,000","2,055",IBK투자증권,,,20211217000390,500,"4,988,519","1,292,222",국민은행,0,0
397880,교보11호스팩,20211206,20211207,20211209,20211210,20211214,20211214,20211220,"2,000","2,000","2,000","4,200,000",54,교보,,,20211208000372,100,"240,000",0,국민은행,0,0
234340,세틀뱅크,20190627,20190628,20190704,20190705,20190709,20190709,20190712,"44,000",0,"55,000","1,447,000",0,"한국투자,신한",,,,500,"8,340,000",0,,0,0
