ITMS_CD_NBR,STCK_KOR_NM,DMD_FRCS_START_DT,DMD_FRCS_END_DT,SBSC_START_DT,SBSC_CLSG_DT,PYM_DT,DRBC_DT,STCK_LSTN_DT,LWEN_SCDL_PBOF_AMT,TPPO_SCDL_PBOF_AMT,CNFM_PBOF_AMT,PBOF_STCK_CNT,SBSC_RVLR_RT,RPRS_SPIC_COM_NM,JOINT_SPIC_COM_NM,RBPE_COM_NM,FSS_RCIP_NBR,STCK_FACE_AMT,AISS_GNRL_STCK_CNT,AISS_PRTY_STCK_CNT,NMN_RRT_PROXY_INST_NM,DMD_FRCS_RVLR_RT,OBLG_DFPN_APLCT_RATE
399720,가온칩스,20220502,20220503,20220511,20220512,20220516,20220516,20220520,"11,000","13,000","14,000","2,000,000","2,183",대신,,,20220506000110,500,"9,428,320",0,국민은행,"1,847",15
421800,교보제12호스팩,20220608,20220609,20220614,20220615,20220617,20220617,20220624,"2,000","2,000","2,000","5,750,000",92,교보,,,20220610000151,100,"230,000",0,국민은행,995,0
424760,아이비케이에스제18호스팩,20220707,20220708,20220712,20220713,20220715,20220715,20220722,"2,000","2,000","2,000","4,000,000",438,IBK투자증권,,,20220711000030,100,"230,000",0,국민은행,"1,138",0
126720,수산인더스트리,20220714,20220715,20220720,20220721,20220725,20220725,20220801,"35,000","43,100","35,000","5,715,000",3,삼성,,미래에셋,20220719000324,200,"10,000,000",0,국민은행,130,19
430220,신영해피투모로우제8호스팩,20220810,20220811,20220816,20220817,20220819,20220819,20220826,"2,000","2,000","2,000","6,250,000",169,신영,,,20220812000520,100,"510,000",0,국민은행,"1,188",29
296640,이노룰스,20220922,20220923,20220927,20220928,20220930,20220930,20221007,"11,000","12,500","12,500","1,154,744",781,NH투자,,,20220926000123,500,"4,085,694",0,한국예탁결제원,"1,496",6
417970,모델솔루션,20220919,20220920,20220926,20220927,20220929,20220929,20221007,"24,000","27,000","27,000","1,000,000","1,515",KB,,,20220923000079,500,"5,366,700",0,국민은행,"1,726",8
397500,대신밸런스제11호스팩,20211117,20211118,20211122,20211123,20211125,20211125,20211202,"2,000","2,000","2,000","6,500,000",151,대신,,,20211119000249,100,"1,100,000",0,국민은행,0,0
396690,미래에셋글로벌리츠,20211115,20211117,20211122,20211124,20211126,20211126,20211203,"5,000","5,000","5,000","15,020,000",757,"미래에셋,KB증권",NH투자,,20211119000546,"1,000","14,040,000",0,,0,0
400560,하나금융20호스팩,20211213,20211214,20211216,20211217,20211221,20211221,20211227,"2,000","2,000","2,000","3,000,000",340,하나금융투자,,,20211215000062,100,"50,000",0,한국예탁결제원,0,0
373220,LG에너지솔루션,20220111,20220112,20220118,20220119,20220121,20220121,20220127,"257,000","300,000","300,000","42,500,000",69,"KB증권,모건스탠리","대신,신한,골드만삭스,메릴린치,씨티그룹","미래에셋,신영,하나금융투자,HI증권",20220114000401,500,"200,000,000",0,한국예탁결제원,"2,023",77
290090,트윔,20211102,20211103,20211108,20211109,20211111,20211111,20211117,"17,800","20,400","22,000","1,220,000","2,267",대신,,,20211105000444,500,"5,998,294",0,국민은행,0,0
251120,바이오에프디엔씨,20220124,20220125,20220209,20220210,20220214,20220214,20220221,"23,000","29,000","28,000","1,300,000",5,DB금융투자,,,20220127000144,500,"7,395,700",0,국민은행,74,12
404990,신한서부티엔디리츠,20211117,20211118,20211124,20211126,20211130,20211130,20211210,"5,000","5,000","5,000","26,977,842",154,한국투자,"신한,하나금융투자",,20211123000013,"1,000","28,978,042",0,,0,0
424140,케이비제21호스팩,20220608,20220609,20220614,20220615,20220617,20220617,20220623,"2,000","2,000","2,000","7,500,000",194,KB증권,,,20220613000264,100,"210,000",0,국민은행,"1,103",33
112290,영창케미칼,20220627,20220628,20220704,20220705,20220707,20220707,20220714,"15,000","18,600","18,600","2,400,000",682,하나금융투자,,,20220630000705,"1,000","8,056,782",0,국민은행,"1,616",6
129920,대성하이텍,20220804,20220805,20220809,20220810,20220812,20220812,20220822,"7,400","9,000","9,000","3,322,560","1,136",신한투자증권,,,20220808000054,100,"10,578,869",0,국민은행,"1,935",5
403550,쏘카,20220804,20220805,20220810,20220811,20220816,20220816,20220822,"34,000","45,000","28,000","3,640,000",14,미래에셋,삼성,유안타,20220809000312,100,"29,085,652",0,국민은행,56,0
430230,하나금융24호스팩,20220913,20220914,20220919,20220920,20220922,20220922,20220929,"2,000","2,000","2,000","7,000,000",118,하나금융투자,,,20220916000258,100,"1,004,000",0,하나은행,"1,183",0
314140,알피바이오,20220915,20220916,20220920,20220921,20220923,20220923,20220929,"10,000","13,000","13,000","1,200,000","1,518",한국투자,,,20220919000286,500,"6,571,423","256,000",국민은행,"1,556",11
435870,에스케이제8호스팩,20220920,20220921,20220926,20220927,20220929,20220929,20221006,"2,000","2,000","2,000","3,500,000",120,SK,,,20220923000045,100,"220,000",0,국민은행,"1,067",25
396770,엔에이치스팩22호,20211213,20211214,20211216,20211217,20211220,20211220,20211224,"2,000","2,000","2,000","6,000,000",362,NH투자,,,20211215000181,100,"440,000",0,국민은행,0,0
413600,키움제6호스팩,20220323,20220324,20220328,20220329,20220331,20220331,20220407,"2,000","2,000","2,000","3,200,000",526,키움,,,20220325000645,100,"230,000",0,한국예탁결제원,"1,119",0
330730,스톤브릿지벤처스,20220209,20220210,20220215,20220216,20220218,20220218,20220225,"9,000","10,500","8,000","4,050,000",23,"KB증권,삼성",,,20220214000795,500,"15,057,330",0,국민은행,20,0
211050,인카금융서비스,20220124,20220125,20220207,20220208,20220210,20220210,20220216,"23,000","27,000","18,000","879,800",25,한국투자,,,20220127000233,500,"4,493,990",0,국민은행,14,4
406760,하나금융21호스팩,20220209,20220210,20220215,20220216,20220218,20220218,20220225,"2,000","2,000","2,000","6,000,000",220,하나금융투자,,,20220214000397,100,"1,410,000",0,한국예탁결제원,"1,148",0
388800,유진스팩7호,20210826,20210827,20210902,20210903,20210907,20210907,20210913,"2,000","2,000","2,000","4,000,000","1,961",유진증권,,,20210831000274,100,"498,990,000",0,국민은행,0,0
391060,엔에이치스팩20호,20210914,20210915,20210923,20210924,20210928,20210928,20211005,"2,000","2,000","2,000","20,000,000",81,NH투자,,,20210928000091,100,"5,500,000",0,국민은행,0,0
357430,마스턴프리미어리츠,20220502,20220503,20220512,20220513,20220517,20220517,20220531,"5,000","5,000","5,000","11,860,000",669,삼성증권,,,20220506000078,"1,000","26,580,000",0,국민은행,"1,170",43
310210,보로노이,20220608,20220609,20220614,20220615,20220617,20220617,20220624,"40,000","46,000","40,000","1,300,000",6,"한국투자,미래에셋",,,20220613000191,500,"11,313,949",0,한국예탁결제원,28,0
403870,에이치피에스피,20220629,20220630,20220706,20220707,20220711,20220711,20220715,"23,000","25,000","25,000","3,000,000","1,159",NH투자,,,20220705000012,500,"16,709,715",0,국민은행,"1,511",99
115310,인포바인,,,20100128,20100129,20100202,20100202,20100209,"26,000",0,"33,000","450,000",0,한국투자,,,,500,"2,520,000",0,,0,0
114810,아이원스,,,20130128,20130129,20130131,20130131,20130207,"4,300",0,"4,500","2,196,480",0,NH투자,,,,500,"6,303,520",0,,0,0
104540,코렌텍,,,20130221,20130222,20130226,20130226,20130305,"13,000",0,"16,000","1,200,000",0,한국투자,,,,500,"6,683,661","142,857",,0,0
097800,윈팩,,,20130225,20130226,20130228,20130228,20130307,"4,200",0,"4,000","2,527,406",0,키움,,,,500,"11,672,594",0,,0,0
159580,제로투세븐,,,20130206,20130207,20130212,20130212,20130219,"7,200",0,"8,300","3,000,000",0,KB증권,,,,500,"8,540,000",0,,0,0
158310,세호로보트,,,20130326,20130327,20130328,20130328,20130403,"6,500",0,"7,800","1,100,000",0,IBK투자증권,,,,500,"3,121,000",0,,0,0
158380,삼목강업,,,20130418,20130419,20130423,20130423,20130430,"3,500",0,"2,600","3,200,000",0,교보,,,,"1,000","7,650,000",0,,0,0
141080,레고켐바이오사이언스,,,20130502,20130503,20130506,20130506,20130510,"13,800",0,"15,500","1,400,000",0,한국투자,,,,500,"4,371,250","1,152,464",,0,0
155660,DSR,,,20130506,20130507,20130509,20130509,20130515,"4,150",0,"4,000","4,000,000",0,NH투자,,,,500,"12,000,000",0,,0,0
950130,엑세스바이오,,,20130513,20130514,20130516,20130516,20130530,"3,600",0,"4,500","5,086,318",0,유진증권,,,,0,"20,405,050",0,,0,0
089600,나스미디어,,,20130708,20130709,20130711,20130711,20130717,"7,500",0,"8,800","1,919,000",0,KB증권,,,,500,"7,277,432",0,,0,0
151860,케이지이티에스,,,20130715,20130716,20130718,20130718,20130724,"3,000",0,"3,800","8,112,400",0,NH투자,,,,500,"31,943,800",0,,0,0
068400,에이제이렌터카,,,20120718,20120719,20120723,20120723,20120727,"8,000",0,"7,000","5,550,000",0,한국투자,,,,500,"16,596,300",0,,0,0
223040,교보5호기업인수목적,20150810,20150811,20150817,20150818,20150820,20150820,20150827,"2,000",0,"2,000","5,100,000",0,교보,,,,100,"330,000",0,,0,0
099440,뉴그리드테크놀로지,,,20090514,20090515,20090520,20090520,20090526,"2,800",0,"3,500","597,675",0,미래에셋,,,,500,"5,052,325",0,,0,0
071970,STX엔파코,20081202,20081203,20090506,20090507,20090511,20090511,20090515,"10,000","21,000","13,000","2,300,000",0,,"신한,NH투자",,,"2,500","20,000,000",0,,0,0
950030,네프로아이티,,,20090413,20090414,20090417,20090417,20090424,"3,500",0,"4,500","800,000",0,삼성,,,,0,"2,600,000",0,,0,0
099220,서울마린,,,20090511,20090512,20090514,20090514,20090519,"8,000",0,"10,000","3,149,680",0,미래에셋,,,,500,"6,850,320",0,,0,0
102120,어보브반도체,20090520,20090521,20090527,20090528,20090601,20090601,20090605,"2,500","3,000","3,300","1,230,000",0,한국투자,,,,500,"9,316,833","1,412,820",,0,0
101730,조이맥스,,,20090525,20090526,20090528,20090528,20090603,"40,000",0,"55,000","870,750",0,교보,,,,500,"2,529,250",0,,0,0
101680,한국정밀기계,,,20090506,20090507,20090512,20090512,20090519,"18,000",0,"22,000","2,295,000",0,KB증권,,,,500,"5,345,000",0,,0,0
028100,동아지질,,,20090602,20090603,20090608,20090608,20090612,"12,500",0,"14,500","3,500,000",0,미래에셋,,,,500,"8,000,000",0,,0,0
033660,대우캐피탈,,,20090617,20090618,20090622,20090622,20090625,"7,000",0,"8,000","5,800,000",0,한국투자,,,,"5,000","51,400,000",0,,0,0
900040,차이나그레이트스타인터내셔널리미티드,,,20090519,20090520,20090525,20090525,20090529,"1,200",0,"1,700","30,000,000",0,NH투자,,,,0,"70,000,000",0,,0,0
900050,중국원양자원유한공사,,,20090513,20090514,20090519,20090519,20090522,"2,300",0,"3,100","17,200,000",0,KB증권,,,,0,"40,000,000",0,,0,0
115960,연우,20151015,20151016,20151022,20151023,20151027,20151027,20151102,"20,300","25,200","25,200","2,405,680",0,"미래에셋,현대차증권",,SK,,0,0,0,,0,0
185490,아이진,20151029,20151030,20151104,20151105,20151109,20151109,20151116,"12,000","13,500","13,500","1,485,257",0,NH투자,,,,500,0,0,,0,0
225530,보광산업,20151203,20151204,20151209,20151210,20151214,20151214,20151217,"6,000","7,000","4,000","3,000,000",0,하나금융투자,,"SK,유안타",,500,0,0,,0,0
222980,한국맥널티,20151208,20151209,20151214,20151215,20151217,20151217,20151223,"10,500",0,"8,000","1,250,000",0,키움,,,,500,"3,687,500",0,,0,0
152330,코리아오토글라스,20151214,20151215,20151221,20151222,20151223,20151223,20151229,"10,500",0,"11,000","8,040,000",0,NH투자,,,,"5,000","20,000,000",0,,0,0
145020,휴젤,20151209,20151210,20151215,20151216,20151218,20151218,20151224,"190,000",0,"150,000","360,000",0,"한국투자,미래에셋",하나금융투자,"SK,신한,삼성",,500,"2,924,058",0,,0,0
144620,코오롱패션머티리얼,,,20120327,20120328,20120330,20120330,20120405,"12,000",0,"14,500","3,000,000",0,NH투자,,,,"5,000","6,000,000",0,,0,0
141000,비아트론,,,20120425,20120426,20120430,20120430,20120504,"12,900",0,"15,900","1,150,000",0,한국투자,,,,500,"8,781,870",0,,0,0
071850,캐스텍코리아,,,20140515,20140516,20140520,20140520,20140527,"5,000",0,"6,500","2,500,000",0,한국투자,,,,500,"9,798,089",0,,0,0
027410,비지에프리테일,,,20140507,20140508,20140512,20140512,20140519,"41,000",0,"41,000","6,160,030",0,삼성,,,,"1,000","24,640,080",0,,0,0
194510,파티게임즈,,,20141111,20141112,20141114,20141114,20141121,"10,500",0,"13,000","960,000",0,NH투자,,,,500,0,0,,0,0
208370,하나머스트2호기업인수목적주식회,20141203,20141204,20141208,20141209,20141211,20141211,20141217,"2,000","2,000","2,000","5,000,000",0,하나금융투자,,,,0,0,0,,0,0
149980,하이로닉,20141202,20141203,20141208,20141209,20141211,20141211,20141217,"43,000","47,400","51,000","550,000",0,신한,,,,0,0,0,,0,0
200670,휴메딕스,,,20141215,20141216,20141218,20141218,20141226,"22,700",0,"28,000","1,000,000",0,한국투자,,,,500,"4,659,031","514,287",,0,0
189690,포시에스,,,20150202,20150203,20150205,20150205,20150211,"7,500",0,"9,100","1,300,000",0,DB금융투자,,,,500,0,0,,0,0
217600,이베스트기업인수목적2호,,,20150615,20150616,20150618,20150618,20150626,"2,000",0,"2,000","6,500,000",0,이베스트투자,,,,100,0,0,,0,0
218410,엔에이치기업인수목적8호,,,20150622,20150623,20150625,20150625,20150630,"2,000",0,"2,000","6,500,000",0,NH투자,,,,100,0,0,,0,0
219960,유안타제2호기업인수목적,20150701,20150702,20150706,20150707,20150709,20150709,20150717,"2,000",0,"2,000","6,000,000",0,유안타,,,,100,"500,000",0,,0,0
067730,로지시스,20150713,20150714,20150720,20150721,20150723,20150723,20150729,"2,000",0,"2,500","3,174,050",0,삼성,,,,500,0,0,,0,0
094360,칩스앤미디어,,,20150727,20150728,20150730,20150730,20150805,"9,300",0,"10,500","650,000",0,한국투자,,,,500,0,0,,0,0
012160,영흥철강,,,20100115,20100118,20100120,20100120,20100125,"12,000",0,"12,000","2,248,692",0,미래에셋,,,,"5,000","4,497,378",0,,0,0
050860,아세아텍,,,20100114,20100115,20100119,20100119,20100126,"4,700",0,"4,100","4,400,000",0,IBK투자증권,,,,500,"13,100,000",0,,0,0
950100,에스비아이모기지,,,20120416,20120417,20120419,20120419,20120430,"7,700",0,"7,000","7,123,000",0,하나금융투자,,,,0,0,0,,0,0
014710,사조씨푸드,,,20120619,20120620,20120625,20120625,20120629,"8,600",0,"10,600","6,026,490",0,미래에셋,,,,"1,000","13,000,000",0,,0,0
137400,피엔티,,,20120627,20120628,20120702,20120702,20120706,"14,000",0,"17,000","806,638",0,하나금융투자,,,,500,"2,402,909","590,453",,0,0
106520,디지탈옵틱,,,20120704,20120705,20120709,20120709,20120713,"9,500",0,"11,500","1,374,600",0,신한,,,,500,"4,018,577",0,,0,0
097520,엠씨넥스,,,20120716,20120717,20120719,20120719,20120725,"16,200",0,"15,000","800,000",0,한국투자,,,,500,"4,949,271","109,090",,0,0
153460,네이블커뮤니케이션즈,,,20120710,20120711,20120713,20120713,20120719,"7,500",0,"9,000","600,000",0,한국투자,,,,500,"3,726,601","456,000",,0,0
139050,경봉,,,20110719,20110720,20110722,20110722,20110729,"6,000",0,"7,100","1,335,000",0,유안타,,,,500,"3,765,040","230,770",,0,0
089980,상아프론테크,,,20110713,20110714,20110718,20110718,20110721,"6,300",0,"6,000","2,500,000",0,한국투자,,,,500,"9,789,470",0,,0,0
040910,아이씨디,,,20110726,20110727,20110729,20110729,20110805,"23,000",0,"34,000","1,550,000",0,유안타,,,,500,"6,171,832",0,,0,0
137950,제이씨케미칼,,,20110728,20110729,20110801,20110801,20110808,"6,000",0,"7,200","3,340,000",0,삼성,,,,500,"11,000,000",0,,0,0
134780,화진,,,20110728,20110729,20110802,20110802,20110810,"3,700",0,"4,300","2,861,600",0,현대차증권,,,,500,"9,238,400",0,,0,0
131390,피앤이솔루션,,,20110915,20110916,20110920,20110920,20110927,"7,000",0,"8,000","1,500,000",0,교보,,,,500,"4,676,000","964,000",,0,0
090360,로보스타,,,20111005,20111006,20111010,20111010,20111017,"4,500",0,"5,800","1,173,429",0,미래에셋,,,,500,"6,626,571",0,,0,0
110570,넥솔론,,,20111005,20111006,20111010,20111010,20111014,"6,700",0,"4,000","22,622,550",0,NH투자,,,,500,"57,692,650","10,175,000",,0,0
131220,대한과학,,,20110929,20110930,20111005,20111005,20111011,"2,400",0,"3,000","1,400,000",0,미래에셋,,,,500,"4,125,130",0,,0,0
043290,케이맥,,,20111013,20111014,20111018,20111018,20111025,"13,000",0,"14,500","1,200,000",0,KB증권,,,,500,"4,988,500",0,,0,0
115570,스타플렉스,,,20100118,20100119,20100121,20100121,20100127,"13,100",0,"15,000","1,400,000",0,대신,,,,500,"4,000,000",0,,0,0
023000,삼원강재,,,20110711,20110712,20110715,20110715,20110722,"3,700",0,"4,000","10,000,000",0,미래에셋,,,,500,"30,000,000",0,,0,0
123330,제닉,,,20110725,20110726,20110728,20110728,20110803,"19,000",0,"22,000","900,000",0,교보,,,,500,"3,022,909","65,900",,0,0
101930,인화정공,,,20101013,20101014,20101018,20101018,20101022,"22,000",0,"26,000","1,200,000",0,신한,,,,500,"3,144,504","500,000",,0,0
119830,아이텍반도체,,,20101014,20101015,20101020,20101020,20101026,"8,700",0,"9,100","900,000",0,미래에셋,,,,500,"3,712,500","570,000",,0,0
222160,바이옵트로,20211103,20211104,20211109,20211110,20211112,20211112,20211118,"7,500","8,500","7,500","1,000,000",68,한국투자,,,20211117000014,500,"7,093,866",0,국민은행,0,0
069140,누리플랜,,,20101013,20101014,20101019,20101019,20101026,"4,600",0,"5,500","1,100,000",0,현대차증권,,,,500,"3,210,000",0,,0,0
123300,부국퓨쳐스타즈기업인수목적주식회사,,,20101019,20101020,20101022,20101022,20101029,"2,000",0,"2,000","5,900,000",0,부국,,,,500,"770,000",0,,0,0
123860,아나패스,,,20101025,20101026,20101029,20101029,20101105,"47,000",0,"52,000","470,000",0,미래에셋,,,,500,"2,896,190","52,096",,0,0
058400,케이엔엔,,,20101025,20101026,20101028,20101028,20101103,"8,000",0,"9,000","1,330,000",0,미래에셋,,,,"5,000","11,912,972",0,,0,0
111870,삼본정밀전자,,,20101027,20101028,20101101,20101101,20101105,"7,800",0,"8,800","2,000,000",0,KB증권,,,,500,"7,535,120","60,000",,0,0
126600,코프라,,,20101104,20101105,20101108,20101108,20101112,"5,500",0,"7,000","1,760,000",0,미래에셋,,,,500,"4,040,000",0,,0,0
105740,디케이락,,,20101101,20101102,20101105,20101105,20101112,"7,000",0,"7,500","2,000,000",0,신한,,,,500,"4,200,000","83,333",,0,0
041460,한국전자인증,,,20101110,20101111,20101115,20101115,20101119,"1,300",0,"1,600","1,400,000",0,한국투자,,,,500,"29,696,631",0,,0,0
122800,케이티롤,,,20101117,20101118,20101122,20101122,20101126,"6,000",0,"6,800","1,054,806",0,대신,,,,500,"3,145,194",0,,0,0
039570,아이콘트롤스,20150908,20150909,20150915,20150916,20150918,20150918,20150924,"28,000",0,"32,000","2,612,270",0,미래에셋,신영,,,500,"5,617,730",0,,0,0
221980,케이디켐,20151104,20151105,20151110,20151111,20151113,20151113,20151119,"14,700","17,800","16,000","1,160,000",0,대신,,,,0,0,0,,0,0
142210,유니트론텍,20160114,20160115,20160121,20160122,20160126,20160126,20160202,"12,300",0,"14,000","655,000",0,하나금융투자,,,,500,"2,800,000",0,,0,0
900250,크리스탈신소재,20160114,20160115,20160121,20160122,20160125,20160125,20160128,"2,900",0,"3,000","9,300,000",0,신한,,유안타,,562,"51,857,771",0,,0,0
232270,케이비제9호기업인수목적,20160215,20160216,20160218,20160219,20160223,20160223,20160229,"2,000",0,"2,000","13,500,000",0,KB증권,,,,100,"315,700",0,,0,0
230490,동부제4호기업인수목적,20151204,20151207,20151209,20151210,20151214,20151214,20151218,"2,000","2,000","2,000","5,000,000",0,DB금융투자,,,,100,0,0,,0,0
197210,리드,,,20151111,20151112,20151116,20151116,20151120,0,0,0,0,0,미래에셋,,,,0,0,0,,0,0
140860,파크시스템스,20151203,20151204,20151209,20151210,20151214,20151214,20151217,"9,000","11,000","9,000","1,000,000",0,KB증권,,,,500,"4,901,155",0,,0,0
230980,아이비케이에스제4호기업인수목적,20160216,20160217,20160219,20160222,20160224,20160224,20160302,"2,000",0,"2,000","1,750,000",0,IBK투자증권,,,,100,"250,000",0,,0,0
240540,한국제4호기업인수목적,20160607,20160608,20160613,20160614,20160616,20160616,20160622,"2,000","2,000","2,000","5,000,000",0,한국투자,,,,100,0,0,,0,0
123100,테라세미콘,,,20111020,20111021,20111025,20111025,20111101,"10,000",0,"13,500","1,200,000",0,케이프투자,,,,500,"7,405,902",0,,0,0
115530,씨엔플러스,,,20111024,20111025,20111027,20111027,20111102,"10,000",0,"11,500","800,000",0,한국투자,,,,500,"3,350,001","483,999",,0,0
226440,동부제3호기업인수목적,20150916,20150917,20150921,20150922,20150924,20150924,20151006,"2,000",0,"2,000","4,150,000",0,DB금융투자,,,,100,"300,000",0,,0,0
192400,쿠쿠전자,,,20140729,20140730,20140801,20140801,20140806,"80,000",0,"104,000","2,450,840",0,NH투자,,,,500,"9,803,360",0,,0,0
173940,에프엔씨,,,20141124,20141125,20141127,20141127,20141204,"24,000",0,"28,000","1,400,000",0,유진증권,,,,500,"4,867,200","14,400",,0,0
196170,알테오젠,,,20141202,20141203,20141205,20141205,20141212,"23,000",0,"26,000","900,000",0,한국투자,,,,500,"4,652,333",0,,0,0
112610,씨에스윈드,,,20141119,20141120,20141124,20141124,20141127,"31,000",0,"43,500","5,900,000",0,미래에셋,,,,500,"14,285,715",0,,0,0
053690,한미파슨스건축사사무소,,,20090611,20090612,20090616,20090616,20090623,"10,000",0,"14,500","1,100,000",0,삼성,,,,500,"6,000,000",0,,0,0
063080,게임빌,,,20090722,20090723,20090727,20090727,20090730,"13,000",0,"15,000","840,000",0,유안타,,,,500,"4,644,780",0,,0,0
115610,이미지스테크놀로지,,,20100217,20100218,20100222,20100222,20100226,"6,000",0,"6,000","1,660,000",0,교보,,,,500,"3,253,521","2,306,926",,0,0
115440,우리넷,,,20100118,20100119,20100121,20100121,20100127,"6,000",0,"6,700","957,160",0,한국투자,,,,500,"4,571,420","571,420",,0,0
105070,에이치디시에스,,,20100121,20100122,20100126,20100126,20100202,"11,000",0,"15,000","999,999",0,HI증권,,,,500,"4,600,001",0,,0,0
096690,세우테크,,,20101122,20101123,20101125,20101125,20101201,"5,500",0,"5,500","1,500,000",0,신한,,,,500,"3,500,000",0,,0,0
131030,하이제1호기업인수목적,,,20101123,20101124,20101126,20101126,20101203,"4,000",0,"4,000","6,750,000",0,HI증권,,,,500,"500,000",0,,0,0
128910,동부티에스블랙펄기업인수목적,,,20101129,10201130,20101202,20101202,20101208,"2,000",0,"2,000","11,250,000",0,DB금융투자,,,,100,"1,050,000",0,,0,0
117580,대구도시가스,,,20101215,20101216,20101220,20101220,20101224,"4,400",0,"5,400","7,500,000",0,신한,,,,"1,000","20,000,000",0,,0,0
120240,대정화금,,,20101208,20101209,20101213,20101213,20101220,"8,100",0,"9,200","2,300,000",0,현대차증권,,,,500,"4,437,272","182,728",,0,0
130660,한전산업개발,,,20101208,20101209,20101213,20101213,20101216,"4,500",0,"5,500","13,040,000",0,신한,,,,500,"32,600,000",0,,0,0
082740,두산엔진,,,20101221,20101222,20101227,20101227,20110104,"17,200",0,"19,300","10,500,000",0,"미래에셋,유안타",하나금융투자,,,"1,000","62,500,000",0,,0,0
058860,케이티스,,,20101208,20101209,20101213,20101213,20101217,"2,500",0,"2,700","5,381,810",0,NH투자,,,,500,"30,496,190",0,,0,0
126680,IBKS Smart SME 기업인수목적1호,,,20101213,20101214,20101216,20101216,20101222,"1,000",0,"1,000","20,000,000",0,IBK투자증권,,,,500,"880,000",0,,0,0
126560,현대에이치씨엔,,,20101214,20101215,20101217,20101217,20101223,"3,800",0,"3,800","22,000,000",0,KB증권,,,,500,"62,727,220","23,165,540",,0,0
067920,이글루시큐리티,,,20100726,20100727,20100729,20100729,20100804,"11,000",0,"14,000","1,500,000",0,미래에셋,,,,500,"6,000,000",0,,0,0
119610,인터로조,,,20100719,20100720,20100722,20100722,20100728,"9,000",0,"12,000","1,011,184",0,한화,,,,500,"3,802,816","536,000",,0,0
105840,우진,,,20100715,20100716,20100720,20100720,20100726,"13,600",0,"15,000","2,170,000",0,한국투자,,,,500,"5,710,000","800,000",,0,0
122900,아이마켓코리아,,,20100722,20100723,20100726,20100726,20100730,"12,300",0,"15,300","9,000,000",0,미래에셋,,,,500,"26,943,340",0,,0,0
106190,하이텍팜,,,20100720,20100721,20100722,20100722,20100728,"10,000",0,"11,500","2,100,000",0,현대차증권,,,,500,"4,900,000",0,,0,0
123040,엠에스오토텍,,,20100727,20100728,20100730,20100730,20100806,"4,500",0,"5,500","2,880,000",0,현대차증권,,,,500,"5,320,000",0,,0,0
377190,디앤디플랫폼리츠,20210726,20210728,20210805,20210809,20210811,20210811,20210827,"5,000","5,000","5,000","35,000,000",36,"NH투자,신한,대신",,"SK,유안타",20210730000126,"1,000","64,400,000",0,,0,0
071460,대유위니아,20160627,20160628,20160704,20160705,20160707,20160707,20160714,"6,800","8,300","6,800","7,500,000",0,신영,,"SK,현대차증권",,500,0,0,,0,0
900260,로스웰인터내셔널,20160613,20160614,20160617,20160620,20160622,20160622,20160630,"2,100","3,200","3,200","30,000,000",0,신한,,,,0,0,0,,0,0
178920,SKC코오롱PI,,,20141126,20141127,20141201,20141201,20141208,"12,500",0,"8,000","16,000,000",0,한국투자,,,,500,"26,806,322",0,,0,0
028260,제일모직,,,20141210,20141211,20141215,20141215,20141218,"45,000",0,"53,000","28,749,950",0,미래에셋,,,,100,"125,000,000",0,,0,0
196490,디에이테크놀로지,,,20141110,20141111,20141113,20141113,20141119,"6,600",0,"6,600","1,434,000",0,대신,,,,500,0,0,,0,0
200470,하이셈,,,20141215,20141216,20141219,20141219,20141226,"1,500",0,"1,500","4,356,000",0,미래에셋,,,,500,"13,067,000",0,,0,0
208870,하나머스트3호기업인수목적,,,20141215,20141216,20141218,20141218,20141224,"2,000",0,"2,000","2,250,000",0,하나금융투자,,,,100,"110,000",0,,0,0
193250,영백씨엠,,,20141217,20141218,20141222,20141222,20141229,"6,500",0,"5,500","673,500",0,하나금융투자,,,,500,"2,000,000",0,,0,0
159010,아스플로,20210916,20210917,20210927,20210928,20210930,20210930,20211007,"19,000","22,000","25,000","630,000","2,828",미래에셋,,,20210924000354,500,"3,796,013",0,국민은행,0,0
206660,골든브릿지제2호기업인수목적주식회사,,,20150127,20150128,20150130,20150130,20150205,"2,000",0,"2,000","3,500,000",0,상상인,,,,100,"400,000",0,,0,0
145210,세화아이엠씨,,,20150310,20150311,20150313,20150313,20150319,"14,500",0,"16,300","1,310,500",0,한국투자,,,,500,"10,675,440",0,,0,0
207930,에스케이제1호기업인수목적,,,20150319,20150320,20150324,20150324,20150331,"2,000",0,"2,000","5,000,000",0,SK,,,,100,"500,000",0,,0,0
195990,유지인트,,,20150402,20150403,20150407,20150407,20150413,"12,400",0,"15,000","2,060,000",0,한국투자,,,,500,"8,593,000","1,234,000",,0,0
138250,엔에스쇼핑,,,20150316,20150317,20150319,20150319,20150327,"205,000",0,"235,000","878,181",0,한국투자,"하나금융투자,미래에셋",,,"5,000",0,0,,0,0
261780,차백신연구소,20211005,20211006,20211012,20211013,20211015,20211015,20211022,"11,000","15,000","11,000","3,950,000",46,삼성,,,20211008000546,500,"22,388,253",0,하나은행,0,0
138690,엘티에스,,,20110525,20110526,20110530,20110530,20110602,"32,500",0,"34,000","723,479",0,NH투자,,,,500,"3,093,566",0,,0,0
137940,넥스트아이,,,20110601,20110602,20110607,20110607,20110614,"9,700",0,"10,000","1,000,000",0,한국투자,,,,500,"4,810,945",0,,0,0
